food_id,food_name,alt_names,meal_type,category,calories,protein,carbs,fat,portion,source,has_pork,has_beef,has_chicken,has_seafood,has_fish,has_shellfish,has_egg,has_dairy,has_nuts,has_gluten,has_soy,is_vegetarian,is_vegan,is_high_protein,is_low_carb,is_low_fat,is_diabetic_friendly,dietary_tags
S097,Betamax,Grilled coagulated chicken blood,snack,Meat & Poultry,140,12,6,8,2 sticks,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,chicken|soy
S098,Cheese Pimiento,Cheese spread on crackers,snack,Mixed Dishes & Prepared Foods,180,6,18,10,2 tbsp with crackers,Philippine Food Database,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,dairy|gluten|vegetarian
S099,Boiled Kamote,Boiled sweet potato,snack,Vegetables,120,2,28,0,1 medium,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,vegan|vegetarian|no-meat
S100,Boiled Saba Banana,Boiled plantain banana,snack,Vegetables,140,2,32,0,1 piece,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
S101,Pichi-Pichi,Cassava jelly cake,snack,Sweets & Desserts,160,2,36,1,2 pieces,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
S102,Bukayo,Sweet coconut candy,snack,Sweets & Desserts,140,1,28,4,1 piece,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
S103,Kropek,Prawn crackers,snack,Fish & Seafood,160,4,24,6,1 serving,Philippine Food Database,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,seafood|gluten|pescatarian
S104,Chicharon,Deep fried pork rinds,snack,Meat & Poultry,240,18,0,18,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,pork
S105,Chicharon Bulaklak,Deep fried pork mesentery,snack,Meat & Poultry,280,16,4,24,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,pork
S106,Cornick,Crunchy corn snack,snack,Mixed Dishes & Prepared Foods,140,3,28,3,1 pack,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,vegan|vegetarian|no-meat
S107,Skyflakes Crackers,Plain crackers,snack,Mixed Dishes & Prepared Foods,120,3,22,3,1 pack,Philippine Food Database,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,yes,gluten|vegetarian
S108,Gulaman at Sago,Jelly and tapioca pearl drink,snack,Beverages,160,1,38,0,1 cup,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
S109,Buko Juice,Fresh coconut water,snack,Beverages,60,1,14,0,1 cup,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
S110,Sago at Gulaman,Tapioca and jelly in sweet syrup,snack,Beverages,180,1,42,0,1 cup,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
S111,Fresh Buko,Fresh coconut meat and juice,snack,Vegetables,120,1,28,2,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
S112,Boiled Peanuts,Salted boiled peanuts,snack,Mixed Dishes & Prepared Foods,180,8,12,12,1 cup,Philippine Food Database,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,nuts|vegan|vegetarian|no-meat
B051,Nilagang Itlog,Boiled egg,breakfast,Eggs,78,6,1,5,1 piece,Philippine Food Database,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,egg|vegetarian
B052,Pritong Itlog,Fried egg sunny side up,breakfast,Eggs,90,6,0,7,1 piece,Philippine Food Database,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,no,egg|vegetarian
B053,Scrambled Eggs,Fluffy scrambled eggs,breakfast,Eggs,180,12,2,14,2 eggs,Philippine Food Database,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,yes,yes,no,egg|dairy|vegetarian
B054,Tortang Itlog,Plain egg omelette,breakfast,Eggs,160,12,2,12,1 serving,Philippine Food Database,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,egg|vegetarian
B055,Salted Egg,Cured salted duck egg,breakfast,Eggs,140,10,2,10,1 piece,Philippine Food Database,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,egg
B056,Century Egg,Preserved egg,breakfast,Eggs,130,9,1,10,1 piece,Philippine Food Database,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,egg
B057,Pork Longganisa,Sweet Filipino pork sausage,breakfast,Meat & Poultry,280,18,16,18,2 pieces,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,pork
B058,Chicken Longganisa,Sweet chicken sausage,breakfast,Meat & Poultry,240,20,14,14,2 pieces,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,chicken
B059,Beef Tapa,Cured beef strips breakfast,breakfast,Meat & Poultry,280,26,6,16,1 serving,Philippine Food Database,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,beef|soy
B060,Pork Chop,Pan fried pork chop,breakfast,Meat & Poultry,320,28,4,22,1 piece,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,pork
B061,Daing na Bangus,Marinated fried milkfish,breakfast,Fish & Seafood,300,28,4,18,1 serving,Philippine Food Database,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,seafood|pescatarian
B062,Tinapa,Smoked fish,breakfast,Fish & Seafood,200,24,0,12,1 serving,Philippine Food Database,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,seafood|pescatarian
B063,Pritong Isda,Fried fish,breakfast,Fish & Seafood,240,26,4,14,1 serving,Philippine Food Database,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,seafood|pescatarian
B064,Sardinas,Canned sardines in tomato sauce,breakfast,Fish & Seafood,220,18,6,14,1 can,Philippine Food Database,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,seafood|pescatarian
B065,Tuyo,Dried salted fish,breakfast,Fish & Seafood,180,22,0,10,2 pieces,Philippine Food Database,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,seafood|pescatarian
B066,Giniling na Baboy,Sauteed ground pork,breakfast,Meat & Poultry,300,22,8,20,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,pork
B067,Corned Beef Guisado,Sauteed canned corned beef,breakfast,Meat & Poultry,280,20,10,18,1 serving,Philippine Food Database,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,pork|beef
B068,Vienna Sausage,Canned mini sausages,breakfast,Meat & Poultry,200,10,4,16,4 pieces,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,pork
B069,Spam Fried,Pan fried spam luncheon meat,breakfast,Meat & Poultry,260,12,4,22,2 slices,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,pork
B070,Beef Loaf,Pan fried beef loaf,breakfast,Meat & Poultry,220,14,6,16,2 slices,Philippine Food Database,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,beef
B071,Ginataang Monggo,Mung bean in coconut milk breakfast,breakfast,Grains & Cereals,280,12,42,8,1 bowl,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,vegan|vegetarian|no-meat
B072,Lugaw Plain,Plain rice porridge,breakfast,Grains & Cereals,180,4,36,1,1 bowl,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,vegan|vegetarian|no-meat
B073,Sinangag,Garlic fried rice,breakfast,Grains & Cereals,200,4,40,4,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,vegan|vegetarian|no-meat
B074,Kanin at Ulam,Steamed rice with viand,breakfast,Grains & Cereals,160,3,34,1,1 cup rice,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,vegan|vegetarian|no-meat
B075,Pan de Sal Plain,Plain pandesal roll,breakfast,Grains & Cereals,150,4,28,3,2 pieces,Philippine Food Database,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,gluten|vegan|vegetarian
B076,Pandesal with Butter,Pandesal with butter spread,breakfast,Grains & Cereals,220,5,30,9,2 pieces,Philippine Food Database,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,dairy|gluten|vegetarian
B077,Pandesal with Cheese,Pandesal with cheese spread,breakfast,Grains & Cereals,260,8,30,12,2 pieces,Philippine Food Database,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,dairy|gluten|vegetarian
B078,Pandesal with Kesong Puti,Pandesal with local fresh cheese,breakfast,Grains & Cereals,240,9,28,10,2 pieces,Philippine Food Database,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,dairy|gluten|vegetarian
B079,Toast with Egg,Toasted bread with fried egg,breakfast,Mixed Dishes & Prepared Foods,280,14,28,14,1 serving,Philippine Food Database,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,egg|gluten|vegetarian
B080,French Toast Filipino,Egg-dipped fried bread,breakfast,Mixed Dishes & Prepared Foods,320,10,40,14,2 slices,Philippine Food Database,no,no,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,egg|gluten|vegetarian
B081,Puto Bumbong,Purple rice cake Christmas food,breakfast,Mixed Dishes & Prepared Foods,240,4,46,6,2 pieces,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,vegetarian|no-meat
B082,Bibingka,Baked rice cake with salted egg,breakfast,Mixed Dishes & Prepared Foods,320,8,52,10,1 piece,Philippine Food Database,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,egg|dairy|vegetarian|no-meat
B083,Goto with Egg,Beef tripe congee with egg,breakfast,Mixed Dishes & Prepared Foods,320,18,40,10,1 bowl,Philippine Food Database,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,beef|egg|soy
B084,Lugaw with Tokwa,Rice congee with fried tofu,breakfast,Mixed Dishes & Prepared Foods,280,14,42,6,1 bowl,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,soy|vegan|vegetarian|no-meat
B085,Chicken Arroz Caldo with Egg,Chicken congee topped with egg,breakfast,Mixed Dishes & Prepared Foods,360,24,42,8,1 bowl,Philippine Food Database,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,chicken|egg
B086,Champorado with Condensada,Chocolate rice porridge with condensed milk,breakfast,Mixed Dishes & Prepared Foods,380,7,72,8,1 bowl,Philippine Food Database,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,dairy|vegetarian|no-meat
B087,Overnight Oats,Oats soaked in milk with fruit,breakfast,Grains & Cereals,320,12,52,8,1 jar,Philippine Food Database,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,yes,yes,dairy|gluten|vegetarian
B088,Banana Oatmeal,Oatmeal with mashed banana,breakfast,Grains & Cereals,260,8,50,4,1 bowl,Philippine Food Database,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,yes,yes,gluten|vegan|vegetarian
B089,Hard Boiled Egg with Sinangag,2 hard boiled eggs with garlic rice,breakfast,Mixed Dishes & Prepared Foods,360,18,42,12,1 serving,Philippine Food Database,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,egg
B090,Pork Adobo sa Agahan,Leftover pork adobo for breakfast,breakfast,Meat & Poultry,360,26,8,24,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,pork|soy
M251,Pinakbet Ilocano,Mixed vegetables with bagoong,main,Vegetables,220,10,22,12,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,vegetarian
M252,Chopsuey,Filipino style mixed vegetables,main,Vegetables,200,12,20,8,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,soy|vegetarian|no-meat
M253,Ginisang Repolyo,Sauteed cabbage with pork,main,Vegetables,180,14,12,10,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,pork|soy
M254,Ginisang Togue,Sauteed bean sprouts,main,Vegetables,160,10,14,6,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,soy|vegan|vegetarian|no-meat
M255,Adobong Sitaw,String beans in adobo,main,Vegetables,160,6,18,8,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,soy|vegan|vegetarian|no-meat
M256,Ginisang Pechay,Sauteed Chinese cabbage,main,Vegetables,140,8,10,6,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,yes,soy|vegetarian|no-meat
M257,Monggo Guisado,Mung bean stew with malunggay,main,Vegetables,240,16,32,4,1 bowl,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,vegan|vegetarian|no-meat
M258,Tortang Gulay,Vegetable omelette,main,Vegetables,200,12,12,12,1 serving,Philippine Food Database,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,egg|vegetarian
M259,Ginataang Gulay,Mixed vegetables in coconut milk,main,Vegetables,260,6,24,16,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,vegan|vegetarian|no-meat
M260,Adobong Puso ng Saging,Banana blossom adobo,main,Vegetables,200,4,28,8,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,yes,soy|vegan|vegetarian|no-meat
M261,Grilled Pork Belly,Inihaw na liempo,main,Meat & Poultry,460,26,4,38,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,pork|soy
M262,Pork Dinakdakan,Grilled pork with pig brain dressing,main,Meat & Poultry,420,28,6,32,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,pork
M263,Chicken Tinola with Chili Leaves,Classic chicken ginger soup,main,Meat & Poultry,300,30,14,12,1 bowl,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,chicken
M264,Chicken Adobo sa Gata,Chicken adobo with coconut milk,main,Meat & Poultry,400,34,6,26,1 serving,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,chicken|soy
M265,Pork Adobo sa Gata,Pork adobo with coconut milk,main,Meat & Poultry,460,28,6,36,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,pork|soy
M266,Beef Bulalo,Beef marrow bone soup,main,Meat & Poultry,480,36,14,30,1 bowl,Philippine Food Database,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,beef
M267,Beef Tare,Soy glazed beef short ribs,main,Meat & Poultry,420,32,10,28,1 serving,Philippine Food Database,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,beef|soy
M268,Pork Liempo Lechon,Slow roasted pork belly,main,Meat & Poultry,540,30,4,46,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,pork
M269,Chicken Galantina,Stuffed deboned chicken roll,main,Meat & Poultry,380,32,14,22,1 serving,Philippine Food Database,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,chicken|egg
M270,Beef Morcon,Stuffed beef roll,main,Meat & Poultry,420,34,12,26,1 serving,Philippine Food Database,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,beef|egg
M271,Pork Embutido,Filipino meatloaf roll,main,Meat & Poultry,380,26,16,24,1 serving,Philippine Food Database,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,pork|egg
M272,Chicken Inasal Pecho,Grilled chicken breast Bacolod style,main,Meat & Poultry,280,38,4,12,1 piece,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,chicken
M273,Pork Kilawin,Pork ceviche,main,Meat & Poultry,340,26,8,22,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,pork
M274,Chicken Kelaguen,Grilled chicken ceviche,main,Meat & Poultry,260,30,6,14,1 serving,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,chicken
M275,Beef Kansi,Beef shank sour soup Ilonggo style,main,Meat & Poultry,420,34,16,24,1 bowl,Philippine Food Database,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,beef
M276,Crispy Chicken,Deep fried crispy chicken,main,Meat & Poultry,360,30,12,22,1 piece,Philippine Food Database,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,chicken|gluten
M277,Fried Chicken Filipino,Pan fried marinated chicken,main,Meat & Poultry,320,28,10,18,1 piece,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,chicken|soy
M278,Grilled Liempo,Grilled pork belly strips,main,Meat & Poultry,440,26,6,36,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,pork|soy
M279,Pork Spareribs Sinigang,Pork ribs in tamarind broth,main,Meat & Poultry,380,28,14,24,1 bowl,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,pork
M280,Tinolang Bangus,Milkfish ginger soup,main,Fish & Seafood,260,26,10,12,1 bowl,Philippine Food Database,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,seafood|pescatarian
M281,Paksiw na Pata,Pork leg in vinegar,main,Meat & Poultry,460,30,12,34,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,pork
M282,Adobong Manok at Baboy,Mixed chicken and pork adobo,main,Mixed Dishes & Prepared Foods,420,30,6,30,1 serving,Philippine Food Database,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,pork|chicken|soy
M283,Pancit Bihon Guisado,Sauteed thin rice noodles,main,Mixed Dishes & Prepared Foods,380,18,56,8,1 serving,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,chicken|soy
M284,Pancit Sotanghon Soup,Glass noodle soup with chicken,main,Mixed Dishes & Prepared Foods,340,18,48,6,1 bowl,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,chicken|soy
M285,Pansit Lug-lug,Rice noodles with seafood sauce,main,Mixed Dishes & Prepared Foods,420,20,58,10,1 serving,Philippine Food Database,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,seafood|egg|soy|pescatarian
M286,Molo Soup,Pork dumpling soup,main,Mixed Dishes & Prepared Foods,360,22,34,14,1 bowl,Philippine Food Database,yes,no,yes,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,pork|chicken|egg|gluten|soy
M287,Sinigang na Hipon,Shrimp in tamarind broth,main,Fish & Seafood,240,22,14,10,1 bowl,Philippine Food Database,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no,yes,seafood|pescatarian
M288,Adobong Tahong,Mussels in adobo,main,Fish & Seafood,240,20,10,14,1 serving,Philippine Food Database,no,no,no,yes,no,yes,no,no,no,no,yes,no,no,yes,yes,no,yes,seafood|pescatarian
M289,Ginataang Isda,Fish in coconut milk,main,Fish & Seafood,300,26,8,18,1 serving,Philippine Food Database,no,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,seafood|pescatarian
M290,Tortang Alimasag,Crab omelette,main,Fish & Seafood,260,22,8,16,1 serving,Philippine Food Database,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,seafood|egg|pescatarian
M291,Pork Linat-an,Pork stew Visayan style,main,Meat & Poultry,360,26,14,22,1 bowl,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,pork
M292,Chicken Piaparan,Chicken in turmeric and coconut,main,Meat & Poultry,340,32,8,20,1 serving,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,chicken
M293,Tiyula Itum,Burned coconut beef soup Tausug,main,Meat & Poultry,400,32,12,26,1 bowl,Philippine Food Database,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,beef
M294,Kare-Kare Seafood,Seafood in peanut sauce,main,Fish & Seafood,380,28,16,24,1 serving,Philippine Food Database,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,seafood|nuts|pescatarian
M295,Beef Tapa sa Gata,Beef in coconut cream sauce,main,Meat & Poultry,400,30,8,28,1 serving,Philippine Food Database,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,beef|soy
M296,Chicken Binakol with Vegetables,Chicken in coconut water with veggies,main,Meat & Poultry,300,32,12,14,1 bowl,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,chicken
M297,Pork Adobo Flakes,Shredded dried pork adobo,main,Meat & Poultry,380,28,4,28,1 serving,Philippine Food Database,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,no,no,pork|soy
M298,Chicken Curry Filipino,Chicken in curry coconut sauce,main,Meat & Poultry,380,30,14,24,1 serving,Philippine Food Database,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,chicken
M299,Beef Curry Filipino,Beef in curry coconut sauce,main,Meat & Poultry,420,32,14,28,1 serving,Philippine Food Database,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,beef
M300,Vegetable Curry,Mixed vegetables in curry sauce,main,Vegetables,280,8,28,16,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,vegan|vegetarian|no-meat
S113,Kakanin Assorted,Mixed native rice cakes,snack,Sweets & Desserts,240,4,50,4,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,vegetarian|no-meat
S114,Suman sa Lihiya,Lye water rice cake,snack,Sweets & Desserts,200,3,42,3,1 piece,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,vegan|vegetarian|no-meat
S115,Suman sa Ibos,Sticky rice in palm leaves,snack,Sweets & Desserts,220,3,46,3,1 piece,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,vegan|vegetarian|no-meat
S116,Cassava Cake,Baked cassava with coconut topping,snack,Sweets & Desserts,300,4,56,8,1 slice,Philippine Food Database,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,yes,no,egg|dairy|vegetarian|no-meat
S117,Buko Pandan,Coconut strips with pandan jelly,snack,Sweets & Desserts,260,3,48,8,1 serving,Philippine Food Database,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,dairy|vegetarian|no-meat
S118,Buko Salad,Coconut strings in cream,snack,Sweets & Desserts,300,2,52,10,1 serving,Philippine Food Database,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,dairy|vegetarian|no-meat
S119,Fruit Salad Filipino,Mixed fruits in cream and condensed milk,snack,Sweets & Desserts,320,4,58,10,1 serving,Philippine Food Database,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,dairy|vegetarian|no-meat
S120,Ube Halaya,Purple yam jam dessert,snack,Sweets & Desserts,260,4,52,6,1 serving,Philippine Food Database,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,dairy|vegetarian|no-meat
S121,Maja Blanca,Coconut pudding dessert,snack,Sweets & Desserts,240,3,46,6,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,vegan|vegetarian|no-meat
S122,Arroz con Leche,Filipino rice pudding,snack,Sweets & Desserts,280,6,52,6,1 serving,Philippine Food Database,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,dairy|vegetarian|no-meat
S123,Ginataang Bilo-Bilo,Sticky rice balls in coconut milk,snack,Sweets & Desserts,300,4,58,8,1 bowl,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,vegan|vegetarian|no-meat
S124,Mais,Boiled yellow corn,snack,Vegetables,140,4,32,2,1 ear,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,yes,vegan|vegetarian|no-meat
S125,Boiled Gabi,Boiled taro,snack,Vegetables,100,2,22,0,1 serving,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
S126,Peanut Butter Sandwich,Bread with peanut butter,snack,Mixed Dishes & Prepared Foods,320,10,40,14,1 sandwich,Philippine Food Database,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,no,no,no,nuts|gluten|vegan|vegetarian
S127,Cheese Sandwich,White bread with cheese,snack,Mixed Dishes & Prepared Foods,280,10,34,12,1 sandwich,Philippine Food Database,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,dairy|gluten|vegetarian
S128,Hard Boiled Eggs,Plain hard boiled eggs,snack,Mixed Dishes & Prepared Foods,156,12,2,10,2 eggs,Philippine Food Database,no,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,yes,yes,yes,egg|vegetarian
S129,Banana,Fresh banana,snack,Vegetables,90,1,22,0,1 piece,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
S130,Mango,Fresh ripe mango,snack,Vegetables,100,1,24,0,1 piece,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
S131,Watermelon,Fresh watermelon,snack,Vegetables,80,2,18,0,2 cups,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
S132,Papaya,Fresh papaya,snack,Vegetables,70,1,16,0,1 cup,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
S133,Mixed Fruit,Assorted fresh fruits,snack,Vegetables,120,2,28,0,1 cup,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
S134,Calamansi Juice,Fresh calamansi juice,snack,Beverages,40,0,10,0,1 glass,Philippine Food Database,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,vegan|vegetarian|no-meat
